CountryName,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
Mozambique,35.00370732,35.4667561,35.91226829,36.33878049,36.7487561,37.14821951,37.54368293,37.94368293,38.35368293,38.77573171,39.21582927,39.67997561,40.16114634,40.64787805,41.12614634,41.575,41.96997561,42.29556098,42.54426829,42.71356098,42.80590244,42.82673171,42.79902439,42.74870732,42.69678049,42.66273171,42.66207317,42.70282927,42.79453659,42.94668293,43.17626829,43.49668293,43.90046341,44.36963415,44.8847561,45.41095122,45.91082927,46.3554878,46.72753659,47.02097561,47.23785366,47.39565854,47.52678049,47.66212195,47.81960976,48.01714634,48.26514634,48.56058537,48.89839024,49.27802439
Nepal,38.49404878,38.84146341,39.20141463,39.57492683,39.96404878,40.37039024,40.79507317,41.23760976,41.6975122,42.17373171,42.66663415,43.17509756,43.69795122,44.23309756,44.7784878,45.33012195,45.88853659,46.45136585,47.01670732,47.58458537,48.15460976,48.72631707,49.30221951,49.88173171,50.46580488,51.04982927,51.63063415,52.20663415,52.78173171,53.36143902,53.95673171,54.58070732,55.2424878,55.94568293,56.68936585,57.46863415,58.2735122,59.09,59.90609756,60.71580488,61.52163415,62.33260976,63.15365854,63.98029268,64.79895122,65.58658537,66.31514634,66.96609756,67.52795122,68.00168293
Niger,37.8972439,37.92370732,37.94917073,37.97463415,38.00260976,38.03358537,38.06956098,38.11204878,38.16104878,38.21853659,38.28704878,38.36704878,38.46053659,38.56502439,38.68097561,38.80741463,38.94331707,39.08617073,39.234,39.38480488,39.52958537,39.66139024,39.77821951,39.88707317,39.996,40.11843902,40.26941463,40.46341463,40.71590244,41.03539024,41.43285366,41.91331707,42.4687561,43.08819512,43.76212195,44.4775122,45.22534146,45.99060976,46.76034146,47.52202439,48.26668293,48.99082927,49.69602439,50.38226829,51.04356098,51.67290244,52.26526829,52.81814634,53.3344878,53.81582927
Nigeria,38.4964878,38.87260976,39.24568293,39.6162439,39.98629268,40.35943902,40.74178049,41.13636585,41.54121951,41.95378049,42.36946341,42.78112195,43.18117073,43.56197561,43.9185122,44.24731707,44.54792683,44.82346341,45.07353659,45.29663415,45.48826829,45.64390244,45.7625122,45.84404878,45.890536589999996,45.904024390000004,45.88756098,45.84668293,45.78841463,45.71980488,45.63734146,45.53453659,45.41536585,45.29026829,45.17973171,45.11570732,45.13321951,45.25370732,45.48614634,45.829536590000004,46.27231707,46.79146341,47.3504878,47.91636585,48.47260976,49.00470732,49.51065854,49.9994878,50.47973171,50.94941463
Papua New Guinea,38.4622439,39.0595122,39.71739024,40.43787805,41.2164878,42.03719512,42.87956098,43.7174878,44.53090244,45.30821951,46.04092683,46.72746341,47.38131707,48.01482927,48.63736585,49.2705122,49.93885366,50.64929268,51.39346341,52.15270732,52.88370732,53.53129268,54.05812195,54.44563415,54.70043902,54.85226829,54.94907317,55.05160976,55.20280488,55.42202439,55.70934146,56.04707317,56.39919512,56.73846341,57.05592683,57.35195122,57.63085366,57.90629268,58.1895122,58.48487805,58.79578049,59.1247561,59.46890244,59.82531707,60.19253659,60.56660976,60.94456098,61.32390244,61.70117073,62.07390244
Rwanda,42.22490244,42.51936585,42.80380488,43.0752439,43.32865854,43.55807317,43.75646341,43.92336585,44.06329268,44.1827561,44.28329268,44.36790244,44.44763415,44.54192683,44.67180488,44.89719512,45.28656098,45.85085366,46.56356098,47.36565854,48.20014634,49.00209756,49.65653659,50.03197561,50.00539024,49.27965854,47.53760976,44.76619512,41.14197561,36.96560976,32.82697561,29.44004878,27.33458537,26.81870732,27.93634146,30.47317073,33.97580488,37.76419512,41.27392683,44.23480488,46.51021951,48.13670732,49.37758537,50.44909756,51.39641463,52.24763415,53.00639024,53.65973171,54.20619512,54.66580488
Senegal,38.933,39.06326829,39.18104878,39.29482927,39.41612195,39.55341463,39.71473171,39.90553659,40.13536585,40.41219512,40.74953659,41.15541463,41.63129268,42.17321951,42.77814634,43.44307317,44.16402439,44.92897561,45.72190244,46.52682927,47.33326829,48.13121951,48.91468293,49.67217073,50.38919512,51.04773171,51.63326829,52.14231707,52.57782927,52.94385366,53.24834146,53.50180488,53.7242439,53.93268293,54.14212195,54.36307317,54.60453659,54.86353659,55.13856098,55.43112195,55.7392439,56.05843902,56.38265854,56.70741463,57.02917073,57.34934146,57.66787805,57.98721951,58.30936585,58.63231707
Sierra Leone,31.46121951,31.71495122,31.98482927,32.27582927,32.59241463,32.938,33.3124878,33.71678049,34.15385366,34.62865854,35.15219512,35.7394878,36.39160976,37.10468293,37.86878049,38.68904878,39.57419512,40.5012439,41.42865854,42.30385366,43.04365854,43.55982927,43.80614634,43.76641463,43.44558537,42.87207317,42.09590244,41.2107561,40.31034146,39.46234146,38.72146341,38.12239024,37.6632439,37.34563415,37.18760976,37.20870732,37.418878050000004,37.79902439,38.3254878,38.97468293,39.73158537,40.57768293,41.48943902,42.43078049,43.36860976,44.2602439,45.07302439,45.79587805,46.42526829,46.95768293
Somalia,35.98534146,36.38621951,36.78660976,37.1875122,37.58790244,37.99080488,38.40170732,38.81960976,39.2405122,39.65941463,40.06031707,40.42721951,40.75014634,41.02907317,41.2695122,41.48795122,41.70590244,41.94434146,42.21978049,42.53870732,42.91563415,43.36156098,43.8604878,44.37841463,44.88187805,45.29236585,45.52241463,45.53553659,45.33821951,44.96795122,44.52117073,44.12385366,43.89346341,43.90595122,44.18485366,44.71217073,45.42792683,46.22168293,46.99497561,47.69934146,48.29578049,48.76636585,49.13753659,49.43629268,49.67358537,49.86687805,50.03809756,50.21117073,50.40512195,50.63090244
Timor-Leste,33.72712195,34.22756098,34.72904878,35.23153659,35.7334878,36.27290244,36.89478049,37.59660976,38.33587805,39.0415122,39.52887805,39.5752439,39.08809756,38.0825122,36.66814634,35.11385366,33.77260976,32.94319512,32.81378049,33.42034146,34.65814634,36.29782927,38.01290244,39.5505122,40.8125122,41.78190244,42.5282439,43.21434146,43.96741463,44.82004878,45.78580488,46.85019512,47.96314634,49.08012195,50.18463415,51.264170730000004,52.3147561,53.33939024,54.3345122,55.28965854,56.1902439,57.02178049,57.78021951,58.46553659,59.08226829,59.63834146,60.14631707,60.62365854,61.08595122,61.54217073
Togo,39.55612195,40.13292683,40.70768293,41.27941463,41.84809756,42.41778049,42.99097561,43.56870732,44.14846341,44.7257561,45.29256098,45.83836585,46.35709756,46.84378049,47.29739024,47.72141463,48.12039024,48.50334146,48.87978049,49.25121951,49.62268293,49.99468293,50.36419512,50.72773171,51.08478049,51.43387805,51.77295122,52.10153659,52.41514634,52.71326829,52.99197561,53.24680488,53.47826829,53.68787805,53.87717073,54.05009756,54.21117073,54.36585366,54.51707317,54.66729268,54.8094878,54.93409756,55.03863415,55.12656098,55.20836585,55.304,55.43743902,55.62619512,55.88031707,56.20280488
